Time,numTrans
1/12/15 0:00,98185
1/14/15 0:00,104481
1/16/15 0:00,112530
1/18/15 0:00,87047
1/20/15 0:00,98890
1/22/15 0:00,94979
1/24/15 0:00,89630
1/26/15 0:00,105423
1/28/15 0:00,89287
1/30/15 0:00,86360
2/1/15 0:00,79193
2/3/15 0:00,93499
2/5/15 0:00,90028
2/7/15 0:00,86207
2/9/15 0:00,95860
2/11/15 0:00,98701
2/13/15 0:00,107390
2/15/15 0:00,85355
2/17/15 0:00,98899
2/19/15 0:00,96005
2/21/15 0:00,92541
2/23/15 0:00,96936
2/25/15 0:00,104785
2/27/15 0:00,103395
3/1/15 0:00,86274
3/3/15 0:00,109142
3/5/15 0:00,96611
3/7/15 0:00,94270
3/9/15 0:00,96449
3/11/15 0:00,102856
3/13/15 0:00,96745
3/15/15 0:00,84477
3/17/15 0:00,104238
3/19/15 0:00,102414
3/21/15 0:00,100458
3/23/15 0:00,106330
3/25/15 0:00,93930
3/27/15 0:00,106302
3/29/15 0:00,87456
3/31/15 0:00,105294
4/2/15 0:00,115686
4/4/15 0:00,94152
4/6/15 0:00,100949
4/8/15 0:00,108047
4/10/15 0:00,114091
4/12/15 0:00,88884
4/14/15 0:00,113372
4/16/15 0:00,104063
4/18/15 0:00,100484
4/20/15 0:00,115128
4/22/15 0:00,113657
4/24/15 0:00,110568
4/26/15 0:00,93761
4/28/15 0:00,112434
4/30/15 0:00,114070
5/2/15 0:00,96416
5/4/15 0:00,94120
5/6/15 0:00,113496
5/8/15 0:00,108365
5/10/15 0:00,90054
5/12/15 0:00,114424
5/14/15 0:00,101228
5/16/15 0:00,93025
5/18/15 0:00,97915
5/20/15 0:00,107683
5/22/15 0:00,100591
5/24/15 0:00,87996
5/26/15 0:00,106971
5/28/15 0:00,109786
5/30/15 0:00,132907
6/1/15 0:00,116959
6/3/15 0:00,125399
6/5/15 0:00,109700
6/7/15 0:00,88440
6/9/15 0:00,115633
6/11/15 0:00,125147
6/13/15 0:00,112813
6/15/15 0:00,122279
6/17/15 0:00,133747
6/19/15 0:00,125430
6/21/15 0:00,91203
6/23/15 0:00,128795
6/25/15 0:00,113329
6/27/15 0:00,108876
6/29/15 0:00,117119
7/1/15 0:00,150917
7/3/15 0:00,138811
7/5/15 0:00,101714
7/7/15 0:00,201921
7/9/15 0:00,187202
7/11/15 0:00,171652
7/13/15 0:00,176542
7/15/15 0:00,122340
7/17/15 0:00,118048
7/19/15 0:00,134643
7/21/15 0:00,123367
7/23/15 0:00,111582
7/25/15 0:00,106038
7/27/15 0:00,111331
7/29/15 0:00,136195
7/31/15 0:00,133640
8/2/15 0:00,98976
8/4/15 0:00,132719
8/6/15 0:00,132494
8/8/15 0:00,104420
8/10/15 0:00,110686
8/12/15 0:00,115754
8/14/15 0:00,107950
8/16/15 0:00,86583
8/18/15 0:00,120131
8/20/15 0:00,116834
8/22/15 0:00,107795
8/24/15 0:00,117026
8/26/15 0:00,125549
8/28/15 0:00,121692
8/30/15 0:00,92338
9/1/15 0:00,140970
9/3/15 0:00,137446
9/5/15 0:00,137427
9/7/15 0:00,119041
9/9/15 0:00,128619
9/11/15 0:00,165288
9/13/15 0:00,139320
9/15/15 0:00,165993
9/17/15 0:00,241346
9/19/15 0:00,117999
9/21/15 0:00,124667
9/23/15 0:00,134964
9/25/15 0:00,130740
9/27/15 0:00,107256
9/29/15 0:00,139440
10/1/15 0:00,135885
10/3/15 0:00,132880
10/5/15 0:00,117528
10/7/15 0:00,139516
10/9/15 0:00,119490
10/11/15 0:00,105878
10/13/15 0:00,133757
10/15/15 0:00,157228
10/17/15 0:00,139308
10/19/15 0:00,136583
10/21/15 0:00,161031
10/23/15 0:00,146222
10/25/15 0:00,128209
10/27/15 0:00,141609
10/29/15 0:00,165622
10/31/15 0:00,155292
11/2/15 0:00,159656
11/4/15 0:00,211121
11/6/15 0:00,165214
11/8/15 0:00,134785
11/10/15 0:00,154030
11/12/15 0:00,154219
11/14/15 0:00,156065
11/16/15 0:00,150942
11/18/15 0:00,168587
11/20/15 0:00,155128
11/22/15 0:00,126564
11/24/15 0:00,150056
11/26/15 0:00,164730
11/28/15 0:00,171602
11/30/15 0:00,172183
12/2/15 0:00,177277
12/4/15 0:00,160944
12/6/15 0:00,179777
12/8/15 0:00,192097
12/10/15 0:00,211452
12/12/15 0:00,211456
12/14/15 0:00,221499
12/16/15 0:00,222531
12/18/15 0:00,214387
12/20/15 0:00,191441
12/22/15 0:00,223130
12/24/15 0:00,227189
12/26/15 0:00,170904
12/28/15 0:00,166837
12/30/15 0:00,181836
1/1/16 0:00,123623
1/3/16 0:00,141064
1/5/16 0:00,187012
1/7/16 0:00,177873
1/9/16 0:00,178374
1/11/16 0:00,179771
1/13/16 0:00,191628
1/15/16 0:00,185105
1/17/16 0:00,192731
1/19/16 0:00,205735
1/21/16 0:00,210240
1/23/16 0:00,200913
1/25/16 0:00,210592
1/27/16 0:00,226385
1/29/16 0:00,222622
1/31/16 0:00,168625
2/2/16 0:00,231998
2/4/16 0:00,201065
2/6/16 0:00,232752
2/8/16 0:00,220559
2/10/16 0:00,233941
2/12/16 0:00,202906
2/14/16 0:00,188927
2/16/16 0:00,218780
2/18/16 0:00,212765
2/20/16 0:00,225259
2/22/16 0:00,224964
2/24/16 0:00,225112
2/26/16 0:00,209880
2/28/16 0:00,224697
3/1/16 0:00,260619
3/3/16 0:00,221257
3/5/16 0:00,238117
3/7/16 0:00,183530
3/9/16 0:00,187623
3/11/16 0:00,193874
3/13/16 0:00,141116
3/15/16 0:00,197677
3/17/16 0:00,206973
3/19/16 0:00,188863
3/21/16 0:00,189228
3/23/16 0:00,187877
3/25/16 0:00,173609
3/27/16 0:00,161486
3/29/16 0:00,191841
3/31/16 0:00,208976
4/2/16 0:00,196651
4/4/16 0:00,200979
4/6/16 0:00,218585
4/8/16 0:00,215441
4/10/16 0:00,181662
4/12/16 0:00,240200
4/14/16 0:00,230281
4/16/16 0:00,192621
4/18/16 0:00,203165
4/20/16 0:00,216780
4/22/16 0:00,210976
4/24/16 0:00,183155
4/26/16 0:00,250744
4/28/16 0:00,247958
4/30/16 0:00,215712
5/2/16 0:00,223785
5/4/16 0:00,233693
5/6/16 0:00,233232
5/8/16 0:00,185562
5/10/16 0:00,245721
5/12/16 0:00,228409
5/14/16 0:00,211280
5/16/16 0:00,239809
5/18/16 0:00,235084
5/20/16 0:00,209396
5/22/16 0:00,184348
5/24/16 0:00,246517
5/26/16 0:00,220093
5/28/16 0:00,193054
5/30/16 0:00,211369
6/1/16 0:00,234385
6/3/16 0:00,234669
6/5/16 0:00,190528
6/7/16 0:00,248576
6/9/16 0:00,236353
6/11/16 0:00,213159
6/13/16 0:00,251354
6/15/16 0:00,262510
6/17/16 0:00,253752
6/19/16 0:00,218298
6/21/16 0:00,248164
6/23/16 0:00,241300
6/25/16 0:00,210998
6/27/16 0:00,217029
6/29/16 0:00,224112
7/1/16 0:00,210409
7/3/16 0:00,177127
7/5/16 0:00,214959
7/7/16 0:00,216812
7/9/16 0:00,185405
7/11/16 0:00,218089
7/13/16 0:00,218093
7/15/16 0:00,216081
7/17/16 0:00,171013
7/19/16 0:00,222146
7/21/16 0:00,217606
7/23/16 0:00,195796
7/25/16 0:00,240533
7/27/16 0:00,235603
7/29/16 0:00,231414
7/31/16 0:00,192254
8/2/16 0:00,252252
8/4/16 0:00,231835
8/6/16 0:00,196551
8/8/16 0:00,236291
8/10/16 0:00,245581
8/12/16 0:00,232973
8/14/16 0:00,200577
8/16/16 0:00,256447
8/18/16 0:00,239541
8/20/16 0:00,210352
8/22/16 0:00,229801
8/24/16 0:00,237956
8/26/16 0:00,226767
8/28/16 0:00,174489
8/30/16 0:00,254486
9/1/16 0:00,238207
9/3/16 0:00,182204
9/5/16 0:00,227683
9/7/16 0:00,250809
9/9/16 0:00,222094
9/11/16 0:00,180391
9/13/16 0:00,241215
9/15/16 0:00,233488
9/17/16 0:00,215529
9/19/16 0:00,223540
9/21/16 0:00,239216
9/23/16 0:00,223187
9/25/16 0:00,197298
9/27/16 0:00,243008
9/29/16 0:00,242730
10/1/16 0:00,213930
10/3/16 0:00,260813
10/5/16 0:00,266811
10/7/16 0:00,268419
10/9/16 0:00,210548
10/11/16 0:00,263565
10/13/16 0:00,229703
10/15/16 0:00,210448
10/17/16 0:00,237232
10/19/16 0:00,201025
10/21/16 0:00,265355
10/23/16 0:00,191578
10/25/16 0:00,237030
10/27/16 0:00,326388
10/29/16 0:00,229689
10/31/16 0:00,241778
11/2/16 0:00,268418
11/4/16 0:00,248043
11/6/16 0:00,228420
11/8/16 0:00,296060
11/10/16 0:00,271374
11/12/16 0:00,228886
11/14/16 0:00,270506
11/16/16 0:00,291186
11/18/16 0:00,275925
11/20/16 0:00,246537
11/22/16 0:00,285635
11/24/16 0:00,333466
11/26/16 0:00,279374
11/28/16 0:00,298530
11/30/16 0:00,292654
12/2/16 0:00,318263
12/4/16 0:00,245650
12/6/16 0:00,319762
12/8/16 0:00,282711
12/10/16 0:00,250241
12/12/16 0:00,268662
12/14/16 0:00,286328
12/16/16 0:00,279361
12/18/16 0:00,235789
12/20/16 0:00,296473
12/22/16 0:00,314644
12/24/16 0:00,240820
12/26/16 0:00,244914
12/28/16 0:00,305394
12/30/16 0:00,286818
1/1/17 0:00,180502
1/3/17 0:00,301664
1/5/17 0:00,288501
1/7/17 0:00,284719
1/9/17 0:00,269947
1/11/17 0:00,303058
1/13/17 0:00,275149
1/15/17 0:00,235999
1/17/17 0:00,292697
1/19/17 0:00,300605
1/21/17 0:00,263562
1/23/17 0:00,236692
1/25/17 0:00,305961
1/27/17 0:00,263332
1/29/17 0:00,241627
1/31/17 0:00,307683
2/2/17 0:00,259559
2/4/17 0:00,286326
2/6/17 0:00,230027
2/8/17 0:00,308316
2/10/17 0:00,304456
2/12/17 0:00,238182
2/14/17 0:00,315084
2/16/17 0:00,285329
2/18/17 0:00,288149
2/20/17 0:00,282728
2/22/17 0:00,284024
2/24/17 0:00,350751
2/26/17 0:00,265203
2/28/17 0:00,325414
3/2/17 0:00,329428
3/4/17 0:00,268875
3/6/17 0:00,287731
3/8/17 0:00,297108
3/10/17 0:00,308482
3/12/17 0:00,221110
3/14/17 0:00,310395
3/16/17 0:00,327034
3/18/17 0:00,263530
3/20/17 0:00,277033
3/22/17 0:00,320713
3/24/17 0:00,289521
3/26/17 0:00,221915
3/28/17 0:00,294001
3/30/17 0:00,288788
4/1/17 0:00,255871
4/3/17 0:00,288141
4/5/17 0:00,316555
4/7/17 0:00,295463
4/9/17 0:00,238286
4/11/17 0:00,307893
4/13/17 0:00,228679
4/15/17 0:00,271976
4/17/17 0:00,245184
4/19/17 0:00,310104
4/21/17 0:00,330354
4/23/17 0:00,245039
4/25/17 0:00,325387
4/27/17 0:00,297884
4/29/17 0:00,341319
5/1/17 0:00,294786
5/3/17 0:00,295149
5/5/17 0:00,267193
5/7/17 0:00,316011
5/9/17 0:00,332879
5/11/17 0:00,294743
5/13/17 0:00,329266
5/15/17 0:00,329229
5/17/17 0:00,317527
5/19/17 0:00,319502
5/21/17 0:00,326057
5/23/17 0:00,367710
5/25/17 0:00,350114
5/27/17 0:00,331914
5/29/17 0:00,321638
5/31/17 0:00,321634
6/2/17 0:00,271539
6/4/17 0:00,266044
6/6/17 0:00,297416
6/8/17 0:00,307377
6/10/17 0:00,254993
6/12/17 0:00,269098
6/14/17 0:00,287644
6/16/17 0:00,269937
6/18/17 0:00,209359
6/20/17 0:00,269438
6/22/17 0:00,269685
6/24/17 0:00,227127
6/26/17 0:00,261906
6/28/17 0:00,279811
6/30/17 0:00,267360
7/2/17 0:00,196539
7/4/17 0:00,255483
7/6/17 0:00,225106
7/8/17 0:00,220835
7/10/17 0:00,251722
7/12/17 0:00,257138
7/14/17 0:00,227903
7/16/17 0:00,203165
7/18/17 0:00,260575
7/20/17 0:00,230199
7/22/17 0:00,223358
7/24/17 0:00,240072
7/26/17 0:00,237853
7/28/17 0:00,247207
7/30/17 0:00,184145
8/1/17 0:00,131875
8/3/17 0:00,213017
8/5/17 0:00,239771
8/7/17 0:00,249002
8/9/17 0:00,260955
8/11/17 0:00,284001
8/13/17 0:00,263310
8/15/17 0:00,311002
8/17/17 0:00,347319
8/19/17 0:00,266832
8/21/17 0:00,236772
8/23/17 0:00,315734
8/25/17 0:00,208169
8/27/17 0:00,261891
8/29/17 0:00,281116
8/31/17 0:00,280724
9/2/17 0:00,236811
9/4/17 0:00,269280
9/6/17 0:00,276225
9/8/17 0:00,279488
9/10/17 0:00,193240
9/12/17 0:00,256230
9/14/17 0:00,268068
9/16/17 0:00,228257
9/18/17 0:00,218204
9/20/17 0:00,235723
9/22/17 0:00,227615
9/24/17 0:00,185277
9/26/17 0:00,263648
9/28/17 0:00,275976
9/30/17 0:00,212678
10/2/17 0:00,295002
10/4/17 0:00,232826
10/6/17 0:00,283699
10/8/17 0:00,238385
10/10/17 0:00,303101
10/12/17 0:00,293164
10/14/17 0:00,293140
10/16/17 0:00,314725
10/18/17 0:00,329579
10/20/17 0:00,312409
10/22/17 0:00,289131
10/24/17 0:00,347220
10/26/17 0:00,265827
10/28/17 0:00,207066
10/30/17 0:00,316077
11/1/17 0:00,241788
11/3/17 0:00,277598
11/5/17 0:00,251728
11/7/17 0:00,335636
11/9/17 0:00,341281
11/11/17 0:00,194634
11/13/17 0:00,309299
11/15/17 0:00,321788
